test_id,gene,locus,sample_1,sample_2,status,value_1,value_2
XLOC_006048,NR_029383,chr13:28710979-28869475,Media_Only,Chemical_B,OK,0.849975,0.539819
XLOC_017210,NM_153610,chr5:78985658-79096049,Media_Only,Chemical_B,OK,0.66756,0.563417
XLOC_015562,"NM_001199551,NM_001199552,NM_001199623,NM_022094",chr3:9908393-9921938,Media_Only,Chemical_B,OK,1.95013,1.53191
XLOC_007192,NM_024063,chr15:45694518-45713616,Media_Only,Chemical_B,OK,7.08746,6.16544
XLOC_007369,NM_001267536,chr15:84904524-84914120,Media_Only,Chemical_B,OK,0.536494,0.432628
XLOC_007377,"NM_001243137,NM_002605,NM_173454",chr15:85523743-85682376,Media_Only,Chemical_B,OK,19.7681,17.2809
XLOC_022731,"NM_001168339,NM_001168340,NM_001168341,NM_001168342,NM_152574",chr9:15170841-15307358,Media_Only,Chemical_B,OK,3.00919,2.57288
XLOC_000914,NM_033343,chr1:180199432-180244188,Media_Only,Chemical_B,OK,0.484761,0.321266
XLOC_005239,"NM_001033714,NM_001258308,NM_001258309,NM_001258310,NM_006170",chr12:6666035-6677498,Media_Only,Chemical_B,OK,12.5486,10.7889
XLOC_003387,"NM_001077242,NM_139160",chr11:33037409-33055128,Media_Only,Chemical_B,OK,26.6807,23.3365
XLOC_021206,NM_024637,chr7:99756864-99766373,Media_Only,Chemical_B,OK,0.377475,0.286508
XLOC_007918,"NM_001127204,NM_001127205,NM_001127206,NM_002134",chr16:4511694-4560348,Media_Only,Chemical_B,OK,28.3287,24.0411
XLOC_021130,NM_006682,chr7:76751933-76924521,Media_Only,Chemical_B,OK,0.370074,0.227514
XLOC_013271,"NM_001271751,NM_005795",chr2:188206689-188313021,Media_Only,Chemical_B,OK,1.36356,1.17662
XLOC_010896,"NM_001271938,NM_001410",chr19:42829760-42882921,Media_Only,Chemical_B,OK,7.94227,6.94949
XLOC_003789,"NM_001080463,NM_001377",chr11:102980159-103350591,Media_Only,Chemical_B,OK,0.380226,0.318478
XLOC_018599,"NM_001040000,NM_001207008",chr6:168227670-168372700,Media_Only,Chemical_B,OK,31.6176,27.5385
XLOC_012039,NM_002166,chr2:8822112-8824583,Media_Only,Chemical_B,OK,384.957,342.102
XLOC_017978,"NM_001144875,NM_001144876,NM_024872",chr5:176928905-176937427,Media_Only,Chemical_B,OK,1.35757,1.09273
XLOC_002218,"NM_003607,NM_014826",chr1:227177565-227505826,Media_Only,Chemical_B,OK,5.71824,5.02701
XLOC_003226,"NM_001042463,NM_001276253,NM_001276274,NM_174940",chr11:644224-705028,Media_Only,Chemical_B,OK,6.99481,5.31524
XLOC_007572,NR_026891,chr15:50569388-50650503,Media_Only,Chemical_B,OK,0.832515,0.585991
XLOC_012081,NM_000183,chr2:26467615-26513333,Media_Only,Chemical_B,OK,64.2894,57.2144
XLOC_020661,"NM_001128852,NM_001128853,NM_001128854,NM_015908",chr7:100472700-100486285,Media_Only,Chemical_B,OK,24.876,21.6141
XLOC_024006,"NM_001085354,NM_024657",chrX:106183963-106243474,Media_Only,Chemical_B,OK,13.3766,11.6536
XLOC_006219,NR_046583,chr13:110959630-111165373,Media_Only,Chemical_B,OK,2.63876,0.0894349
XLOC_008057,"NM_000294,NM_001172432",chr16:30759619-30787628,Media_Only,Chemical_B,OK,13.2362,10.4612
XLOC_018620,NM_001069,chr6:3153901-3157783,Media_Only,Chemical_B,OK,92.806,82.2929
XLOC_016199,"NM_001145853,NM_006005",chr4:6271576-6304992,Media_Only,Chemical_B,OK,8.28533,7.204
XLOC_015582,NM_024923,chr3:13357736-13461809,Media_Only,Chemical_B,OK,7.71081,6.76136
XLOC_000169,NM_000491,chr1:22979681-22988029,Media_Only,Chemical_B,OK,7.8894,6.84343
XLOC_024061,NM_001081550,chrX:122734411-122866904,Media_Only,Chemical_B,OK,9.39913,8.25899
XLOC_017509,"NM_022455,NM_172349",chr5:176560079-176727214,Media_Only,Chemical_B,OK,4.8636,4.25496
XLOC_007753,NM_032856,chr15:85186011-85197521,Media_Only,Chemical_B,OK,7.79819,6.80579
XLOC_009588,NM_020772,chr17:27582853-27621166,Media_Only,Chemical_B,OK,9.61625,8.54852
XLOC_013530,NM_018327,chr20:12989626-13147411,Media_Only,Chemical_B,OK,10.7187,9.44576
XLOC_011411,"NM_001130823,NM_001379",chr19:10244021-10305755,Media_Only,Chemical_B,OK,4.46852,3.84939
XLOC_005736,NM_000928,chr12:120759913-120765592,Media_Only,Chemical_B,OK,0.5685,0.387831
XLOC_006154,NM_007249,chr13:74260148-74708066,Media_Only,Chemical_B,OK,3.21044,2.8333
XLOC_016705,NR_026804,chr4:38614321-38703129,Media_Only,Chemical_B,OK,0.591907,0.155998
XLOC_012559,"NM_000534,NM_001128143,NM_001128144",chr2:190634992-190742355,Media_Only,Chemical_B,OK,3.66928,2.84623
XLOC_010515,NM_004558,chr19:5823817-5828335,Media_Only,Chemical_B,OK,2.948,2.54136
XLOC_000518,"NM_001122674,NM_002858",chr1:94883932-94984219,Media_Only,Chemical_B,OK,36.4491,32.0031
XLOC_000562,NM_001408,chr1:109792640-109818378,Media_Only,Chemical_B,OK,1.26452,1.09105
XLOC_018309,NM_015089,chr6:43149921-43192325,Media_Only,Chemical_B,OK,4.39153,3.83051
XLOC_003837,NR_037803,chr11:117103403-117186972,Media_Only,Chemical_B,OK,3.01532,0.541062
XLOC_017595,"NM_001100412,NM_013235",chr5:31400601-31532282,Media_Only,Chemical_B,OK,5.82698,5.07577
XLOC_015107,NM_022064,chr3:49726949-49761384,Media_Only,Chemical_B,OK,21.85,18.8167
XLOC_011866,NM_004851,chr19:50861733-50868931,Media_Only,Chemical_B,OK,1.05189,0.84797
XLOC_007142,"NM_001159508,NM_002225",chr15:40697685-40713512,Media_Only,Chemical_B,OK,32.8568,28.7469
XLOC_007510,NR_002208,chr15:40824082-40824749,Media_Only,Chemical_B,OK,1.37662,1.09333
XLOC_018294,NM_138572,chr6:42018250-42048644,Media_Only,Chemical_B,OK,4.71609,4.11662
XLOC_012640,"NM_001077399,NM_015488,NM_022572",chr2:219135114-219211516,Media_Only,Chemical_B,OK,79.3487,59.6138
XLOC_006422,NM_014982,chr14:71374121-71582099,Media_Only,Chemical_B,OK,5.49981,4.87523
XLOC_013787,NM_080622,chr20:62492565-62494341,Media_Only,Chemical_B,OK,2.3956,2.05579
XLOC_016162,NM_002477,chr4:671710-682973,Media_Only,Chemical_B,OK,7.927,6.66802
XLOC_002074,NM_052966,chr1:184760165-184943682,Media_Only,Chemical_B,OK,0.697916,0.586364
XLOC_009737,NM_024119,chr17:40253421-40264751,Media_Only,Chemical_B,OK,6.63938,5.77773
XLOC_021550,NM_032777,chr8:37654400-37707431,Media_Only,Chemical_B,OK,0.518029,0.370394
XLOC_012754,NM_032515,chr2:242483800-242513553,Media_Only,Chemical_B,OK,33.0641,28.9981
XLOC_021434,NM_003970,chr8:1993157-2093380,Media_Only,Chemical_B,OK,0.616275,0.505206
XLOC_012064,NM_002252,chr2:18059944-18114225,Media_Only,Chemical_B,OK,1.84245,1.55788
XLOC_004037,NM_003737,chr11:6642557-6677074,Media_Only,Chemical_B,OK,0.693416,0.589081
XLOC_016785,"NM_032217,NM_198889",chr4:73940501-74124502,Media_Only,Chemical_B,OK,11.4455,10.0549
XLOC_008090,NM_031490,chr16:48274602-48420559,Media_Only,Chemical_B,OK,61.2528,52.7104
XLOC_008053,NM_001105079,chr16:30675777-30682131,Media_Only,Chemical_B,OK,14.2944,12.6448
XLOC_017858,"NM_001258040,NM_001258041,NM_001258042,NM_002109",chr5:140053489-140078890,Media_Only,Chemical_B,OK,38.6781,32.9548
XLOC_004357,"NM_001271849,NM_005851",chr11:67273960-67276199,Media_Only,Chemical_B,OK,41.0321,35.9314
XLOC_000912,NM_014810,chr1:179923907-180084015,Media_Only,Chemical_B,OK,3.52689,3.09399
XLOC_012888,NM_148962,chr2:42989638-42991401,Media_Only,Chemical_B,OK,3.99667,3.46151
XLOC_009764,NM_001932,chr17:41878166-41910547,Media_Only,Chemical_B,OK,1.18724,0.970328
XLOC_021489,NM_000237,chr8:19796581-19824770,Media_Only,Chemical_B,OK,1.34004,1.13659
XLOC_010483,NM_001135580,chr19:3538262-3557571,Media_Only,Chemical_B,OK,5.54888,3.13442
XLOC_007180,"NM_001167941,NM_024908",chr15:44119111-44160617,Media_Only,Chemical_B,OK,0.528033,0.43006
XLOC_022585,NM_005094,chr9:131102838-131123749,Media_Only,Chemical_B,OK,15.8392,13.9819
XLOC_011974,NM_152600,chr19:56088890-56092211,Media_Only,Chemical_B,OK,5.68516,5.01124
XLOC_016392,NM_006419,chr4:78432906-78532988,Media_Only,Chemical_B,OK,1.0891,0.877424
XLOC_019052,NM_145062,chr6:116956780-116989973,Media_Only,Chemical_B,OK,5.79323,5.0565
XLOC_005366,"NM_001193451,NM_175861",chr12:29653745-29937692,Media_Only,Chemical_B,OK,0.795171,0.68035
XLOC_008359,NM_182563,chr16:2255177-2261069,Media_Only,Chemical_B,OK,1.63423,0.738433
XLOC_014028,"NM_001136021,NM_001258292,NM_001258294,NM_001258295,NM_001258296,NM_001258297,NM_012340,NM_173091",chr20:50003493-50179370,Media_Only,Chemical_B,OK,2.27878,1.97791
XLOC_022714,"NM_001199852,NM_001199853,NM_001199855,NM_001199856,NM_016282",chr9:4709556-4742043,Media_Only,Chemical_B,OK,51.0529,45.3706
XLOC_005792,"NM_001172557,NM_005895",chr12:133345494-133405426,Media_Only,Chemical_B,OK,8.59282,7.41137
XLOC_011727,NM_001007561,chr19:44088518-44100287,Media_Only,Chemical_B,OK,2.878,2.52824
XLOC_015049,"NM_001134656,NM_207404",chr3:42947401-42960825,Media_Only,Chemical_B,OK,2.5794,2.23688
XLOC_009856,NM_001085430,chr17:54869273-54911256,Media_Only,Chemical_B,OK,1.14504,0.943883
XLOC_016651,"NM_001014809,NM_001313",chr4:5822490-5894785,Media_Only,Chemical_B,OK,0.526719,0.416863
XLOC_006326,NR_033240,chr14:37147125-37642998,Media_Only,Chemical_B,OK,1.65255,1.28895
XLOC_021342,NR_033999,chr7:139025104-139112272,Media_Only,Chemical_B,OK,15.2002,8.29764
XLOC_010729,NM_001001415,chr19:21688436-21721079,Media_Only,Chemical_B,OK,2.39608,2.0449
XLOC_004533,NM_004724,chr11:113603904-113644485,Media_Only,Chemical_B,OK,10.905,9.65424
XLOC_017800,"NM_001098811,NM_001098812,NM_001098813,NM_015146",chr5:132083136-132113561,Media_Only,Chemical_B,OK,10.2495,8.99151
XLOC_018853,"NM_001135111,NM_031460",chr6:39266776-39282237,Media_Only,Chemical_B,OK,0.376874,0.256524
XLOC_018391,"NM_001199942,NM_015018",chr6:83777384-83906256,Media_Only,Chemical_B,OK,5.09363,3.64029
XLOC_009786,NM_133373,chr17:43189007-43209891,Media_Only,Chemical_B,OK,2.52155,2.175
XLOC_004384,NR_029192,chr11:71576554-71639493,Media_Only,Chemical_B,OK,0.43369,0.295221
XLOC_003574,"NM_001039469,NM_001163296,NM_001163297,NM_004954,NM_017490",chr11:63606399-63678492,Media_Only,Chemical_B,OK,7.41542,6.50898
XLOC_010051,"NM_001195218,NM_016286",chr17:79993756-79995573,Media_Only,Chemical_B,OK,122.732,107.928
XLOC_021803,NM_032902,chr8:145722108-145727504,Media_Only,Chemical_B,OK,29.8785,26.5848
XLOC_005338,NM_024730,chr12:18233802-18243114,Media_Only,Chemical_B,OK,0.574716,0.42873
XLOC_005940,NR_046716,chr13:77618791-77901177,Media_Only,Chemical_B,OK,1.39339,0.0449153
XLOC_012274,NM_005911,chr2:85766100-85788657,Media_Only,Chemical_B,OK,39.3701,31.6423
XLOC_005631,"NM_001032287,NM_001127362,NM_003297",chr12:95414004-95467404,Media_Only,Chemical_B,OK,12.4049,10.7469
XLOC_005368,"NM_001002259,NM_001206856,NM_023925,NM_032156",chr12:30862485-30907448,Media_Only,Chemical_B,OK,5.4377,4.73417
XLOC_006502,NM_023112,chr14:94492723-94515276,Media_Only,Chemical_B,OK,0.805406,0.668882
XLOC_018243,NM_006772,chr6:33387846-33421466,Media_Only,Chemical_B,OK,1.61186,1.17455
XLOC_017884,NM_206966,chr5:147272270-147286101,Media_Only,Chemical_B,OK,2.01819,1.66054
XLOC_010323,NM_014939,chr18:29409135-29523091,Media_Only,Chemical_B,OK,16.2342,14.458
XLOC_012933,"NM_001201543,NM_032180",chr2:62051982-62081278,Media_Only,Chemical_B,OK,0.992909,0.825551
XLOC_007473,NM_017762,chr15:31196054-31283807,Media_Only,Chemical_B,OK,8.10616,6.88819
XLOC_011193,NM_013301,chr19:56158953-56164526,Media_Only,Chemical_B,OK,5.00019,4.3751
XLOC_010757,NM_002333,chr19:33685598-33716756,Media_Only,Chemical_B,OK,20.6091,18.333
XLOC_008738,"NR_027335,NR_027336",chr16:90089007-90114191,Media_Only,Chemical_B,OK,15.0307,11.9629
XLOC_008143,"NM_001145770,NM_001145771,NM_001145772,NM_001145773,NM_001145774,NM_005682,NM_201524,NM_201525",chr16:57653909-57698944,Media_Only,Chemical_B,OK,1.00643,0.833933
XLOC_000733,NM_023015,chr1:153700566-153746555,Media_Only,Chemical_B,OK,16.5096,14.5768
XLOC_022593,NM_013355,chr9:131464801-131486408,Media_Only,Chemical_B,OK,16.7909,14.564
XLOC_022792,NM_018449,chr9:33921690-34048947,Media_Only,Chemical_B,OK,7.60956,6.66569
XLOC_016741,NM_152540,chr4:53739150-54232242,Media_Only,Chemical_B,OK,3.68716,3.20956
XLOC_023876,"NM_001099684,NM_001242489,NM_001242490,NM_001242491,NM_001242492,NM_001242493,NM_001242494,NM_001242495,NM_001242496,NM_001242497,NM_014138",chrX:52976463-53024651,Media_Only,Chemical_B,OK,0.915227,0.73052
XLOC_011907,"NM_001135590,NM_032679",chr19:52359055-52391229,Media_Only,Chemical_B,OK,2.37131,1.83194
XLOC_016589,NM_024949,chr4:184020462-184241929,Media_Only,Chemical_B,OK,18.0155,15.9012
XLOC_015681,"NM_001134364,NM_002375,NM_030885",chr3:47892179-48130769,Media_Only,Chemical_B,OK,65.0481,56.697
XLOC_010235,"NM_001031848,NM_001276490,NM_002640,NM_198833",chr18:61637262-61656608,Media_Only,Chemical_B,OK,34.5942,29.9459
XLOC_000996,"NM_001005388,NM_001005389,NM_001160331,NM_001160332,NM_001160333,NM_015090",chr1:204797781-204991950,Media_Only,Chemical_B,OK,1.42852,1.14035
XLOC_010459,NR_034114,chr19:1815244-1848452,Media_Only,Chemical_B,OK,1.07009,0.534797
XLOC_004606,NM_019055,chr11:124754113-124767831,Media_Only,Chemical_B,OK,2.42928,2.09872
XLOC_010204,NM_007195,chr18:51795848-51824604,Media_Only,Chemical_B,OK,4.36618,3.87829
XLOC_021801,NM_174922,chr8:145597730-145634733,Media_Only,Chemical_B,OK,5.2584,3.80439
XLOC_005522,NM_003920,chr12:56810156-56843200,Media_Only,Chemical_B,OK,5.93337,5.21372
XLOC_015667,NM_024512,chr3:46556877-46608040,Media_Only,Chemical_B,OK,2.50515,2.18686
XLOC_009537,"NM_004169,NM_148918",chr17:18218593-18266856,Media_Only,Chemical_B,OK,213.38,184.855
XLOC_000472,NM_007034,chr1:78470635-78482995,Media_Only,Chemical_B,OK,19.8288,17.8259
XLOC_009977,"NM_001256124,NM_173547",chr17:73885040-73893084,Media_Only,Chemical_B,OK,4.91433,4.28633
XLOC_000165,"NM_001083621,NM_014870",chr1:22778343-22857650,Media_Only,Chemical_B,OK,6.27039,5.51304
XLOC_008677,"NM_153486,NM_194436",chr16:75145757-75150670,Media_Only,Chemical_B,OK,23.3071,20.5384
XLOC_006375,"NM_001244189,NM_001244190,NM_001244191,NM_001244192,NM_001244193,NM_014749",chr14:58862643-59015549,Media_Only,Chemical_B,OK,2.72712,2.24883
XLOC_014717,NM_213720,chr22:24105207-24110141,Media_Only,Chemical_B,OK,85.4066,75.4369
XLOC_011236,"NM_001204817,NM_032828",chr19:58361180-58376491,Media_Only,Chemical_B,OK,2.55726,2.23619
XLOC_015914,NM_020733,chr3:124684553-124774802,Media_Only,Chemical_B,OK,8.68253,7.68361
XLOC_014643,"NM_001242898,NM_001242899,NM_001242900,NM_014678",chr22:50781745-50913464,Media_Only,Chemical_B,OK,35.4023,29.5786
XLOC_017464,"NM_001161661,NM_001161662,NM_015238",chr5:167719064-167899308,Media_Only,Chemical_B,OK,22.5576,19.8175
XLOC_017297,"NM_001046,NM_001256461",chr5:127419482-127525380,Media_Only,Chemical_B,OK,2.18551,1.91804
XLOC_021050,NR_002991,chr7:45139698-45151346,Media_Only,Chemical_B,OK,16.6314,14.5707
XLOC_000598,"NM_001130079,NM_020963",chr1:113217047-113243368,Media_Only,Chemical_B,OK,35.5841,31.2883
XLOC_002909,NR_003277,chr10:47096453-47151400,Media_Only,Chemical_B,OK,6.47321,4.63771
XLOC_023816,NM_144970,chrX:40486172-40506819,Media_Only,Chemical_B,OK,6.32658,5.58968
XLOC_012835,NM_013388,chr2:27346656-27357542,Media_Only,Chemical_B,OK,34.2102,30.1949
XLOC_015981,"NM_001178138,NM_001178139,NM_001178140,NM_001178141,NM_001178142,NM_006286",chr3:141663269-141868386,Media_Only,Chemical_B,OK,4.6365,4.10382
XLOC_008249,NM_002661,chr16:81812898-81991899,Media_Only,Chemical_B,OK,5.79814,5.08943
XLOC_016094,NM_139248,chr3:185225569-185270369,Media_Only,Chemical_B,OK,2.8203,2.42671
XLOC_001871,NM_001010846,chr1:154451953-154474526,Media_Only,Chemical_B,OK,1.93019,1.68871
XLOC_005629,NM_020698,chr12:94960899-95044324,Media_Only,Chemical_B,OK,0.454663,0.377196
XLOC_000399,"NM_001007098,NM_001007099,NM_001007100,NM_001007250,NM_001193599,NM_001193600,NM_001193617,NM_002979",chr1:53392900-53517289,Media_Only,Chemical_B,OK,160.58,141.521
XLOC_004844,NM_014033,chr12:51318533-51326300,Media_Only,Chemical_B,OK,337.759,297.968
XLOC_016982,"NM_001128931,NM_138386",chr4:164047859-164088073,Media_Only,Chemical_B,OK,3.19281,2.7178
XLOC_017636,NR_034127,chr5:43065288-43067073,Media_Only,Chemical_B,OK,0.747631,0.61531
XLOC_005417,"NM_015270,NM_020983",chr12:49159974-49182820,Media_Only,Chemical_B,OK,15.0492,13.3435
XLOC_016867,"NM_000944,NM_001130691,NM_001130692",chr4:101944586-102268628,Media_Only,Chemical_B,OK,10.0959,9.00223
XLOC_008398,"NM_001242929,NM_133450",chr16:4746510-4799397,Media_Only,Chemical_B,OK,3.78034,3.25457
XLOC_016965,NR_001562,chr4:154074269-154260474,Media_Only,Chemical_B,OK,0.39492,0.0239346
XLOC_000900,"NM_004841,NM_170692",chr1:178060642-178448648,Media_Only,Chemical_B,OK,1.71145,1.4979
XLOC_014535,"NM_000631,NM_013416",chr22:37257029-37274059,Media_Only,Chemical_B,OK,0.526987,0.377616
XLOC_004232,NM_002556,chr11:59341870-59383617,Media_Only,Chemical_B,OK,22.4951,19.8999
XLOC_002603,"NM_001134658,NM_153226",chr10:95653729-95662491,Media_Only,Chemical_B,OK,3.49827,3.05221
XLOC_018670,NM_005074,chr6:25783125-25832287,Media_Only,Chemical_B,OK,8.93747,7.9245
XLOC_002485,NM_018237,chr10:70480970-70551309,Media_Only,Chemical_B,OK,15.0984,13.2945
XLOC_000992,NM_001174108,chr1:203764750-203823256,Media_Only,Chemical_B,OK,9.53249,7.13654
XLOC_006284,"NM_001126339,NM_001256062,NM_001256321,NM_001256322,NM_001256323,NM_024328",chr14:23980968-24048009,Media_Only,Chemical_B,OK,8.02557,5.79153
XLOC_000784,NM_001080471,chr1:156863522-156886226,Media_Only,Chemical_B,OK,0.955517,0.810786
XLOC_012560,"NM_001042519,NM_001042520,NM_001042521,NM_032321",chr2:191002485-191068210,Media_Only,Chemical_B,OK,2.21102,1.91377
XLOC_009411,"NM_001257999,NM_016376",chr17:4066664-4167274,Media_Only,Chemical_B,OK,12.5293,11.0764
XLOC_013852,NM_017545,chr20:7863630-7921093,Media_Only,Chemical_B,OK,126.805,113.629
XLOC_008293,"NM_003119,NM_199367",chr16:89574804-89624174,Media_Only,Chemical_B,OK,27.6084,24.3354
XLOC_016363,"NM_001037442,NM_001130709,NM_014961",chr4:71570653-71674336,Media_Only,Chemical_B,OK,11.2831,9.74974
XLOC_008948,NM_016518,chr17:27369917-27384236,Media_Only,Chemical_B,OK,117.888,104.441
XLOC_018967,"NM_001201362,NM_001201363,NM_004242,NM_138730",chr6:79910961-79946517,Media_Only,Chemical_B,OK,46.3253,41.6143
XLOC_017987,NM_173465,chr5:177664616-178017556,Media_Only,Chemical_B,OK,0.517054,0.414262
XLOC_013012,NM_017750,chr2:85569077-85581821,Media_Only,Chemical_B,OK,80.2944,71.299
XLOC_010503,NM_001242901,chr19:4675243-4723855,Media_Only,Chemical_B,OK,4.47196,2.69613
XLOC_010040,NM_001007533,chr17:79791367-79792926,Media_Only,Chemical_B,OK,0.847695,0.655783
XLOC_018290,NM_005586,chr6:41606194-41621982,Media_Only,Chemical_B,OK,0.907812,0.739764
XLOC_009468,NM_004732,chr17:7825176-7832753,Media_Only,Chemical_B,OK,0.641977,0.520726
XLOC_012521,"NM_001193528,NM_024583",chr2:175260456-175294303,Media_Only,Chemical_B,OK,10.0286,8.90673
XLOC_009630,"NM_005064,NM_145898",chr17:34340096-34345005,Media_Only,Chemical_B,OK,0.400763,0.120531
XLOC_008517,NM_012248,chr16:30454951-30457224,Media_Only,Chemical_B,OK,201.454,179.872
XLOC_000862,NM_199344,chr1:168195254-168212088,Media_Only,Chemical_B,OK,14.2292,12.8198
XLOC_018780,NM_005510,chr6:31937587-31949223,Media_Only,Chemical_B,OK,10.9832,9.38569
XLOC_005728,NM_016281,chr12:118587605-118810750,Media_Only,Chemical_B,OK,13.8975,12.338
XLOC_005283,"NM_001099431,NM_016509",chr12:10145661-10151899,Media_Only,Chemical_B,OK,0.507935,0.310431
XLOC_009406,NM_001114118,chr17:3710044-3749545,Media_Only,Chemical_B,OK,5.66914,5.05143
XLOC_018250,NM_017754,chr6:34759793-34845291,Media_Only,Chemical_B,OK,3.09436,2.73714
XLOC_008862,NR_003261,chr17:13927814-13928915,Media_Only,Chemical_B,OK,0.579093,0.43444
XLOC_011547,NM_023002,chr19:19366451-19373596,Media_Only,Chemical_B,OK,1.82938,1.57674
XLOC_008944,NM_178170,chr17:27055831-27069784,Media_Only,Chemical_B,OK,3.80403,3.32153
XLOC_005184,NM_144669,chr12:129338080-129469509,Media_Only,Chemical_B,OK,11.7045,10.4076
XLOC_020560,NM_198853,chr7:75024902-75034888,Media_Only,Chemical_B,OK,1.5334,1.27554
XLOC_012426,"NM_001142370,NM_014369",chr2:131113579-131132982,Media_Only,Chemical_B,OK,8.27448,7.26126
XLOC_001485,NR_024567,chr1:41154751-41237275,Media_Only,Chemical_B,OK,1.17144,0.789571
XLOC_021634,NR_038406,chr8:74332308-74659943,Media_Only,Chemical_B,OK,0.472631,0.00881736
XLOC_014650,NM_033517,chr22:51113069-51171640,Media_Only,Chemical_B,OK,6.3005,5.60471
XLOC_013198,NM_000888,chr2:160958232-161056590,Media_Only,Chemical_B,OK,12.8746,11.4543
XLOC_018351,"NM_012347,NM_033480,NM_033481",chr6:52929795-52965670,Media_Only,Chemical_B,OK,12.3603,10.985
XLOC_005344,NM_004982,chr12:21917888-21927755,Media_Only,Chemical_B,OK,21.2229,18.9934
XLOC_015223,NM_020202,chr3:100053561-100074478,Media_Only,Chemical_B,OK,76.3511,69.1452
XLOC_002179,NM_144567,chr1:213165523-213189168,Media_Only,Chemical_B,OK,3.92796,3.4914
XLOC_010662,"NM_001130524,NM_032493",chr19:16308664-16346156,Media_Only,Chemical_B,OK,35.9774,31.8181
XLOC_018166,NM_033229,chr6:30130982-30140473,Media_Only,Chemical_B,OK,8.15348,7.21896
XLOC_005159,NM_003959,chr12:123320038-123347507,Media_Only,Chemical_B,OK,38.8728,34.43
XLOC_003811,NM_015191,chr11:111473169-111637169,Media_Only,Chemical_B,OK,9.53753,8.08623
XLOC_022608,"NM_001008563,NM_001110303,NM_006676",chr9:132597695-132644117,Media_Only,Chemical_B,OK,6.47448,5.68313
XLOC_005379,"NM_001173463,NM_001173464,NM_001173465,NM_017641",chr12:39687029-39837192,Media_Only,Chemical_B,OK,10.7402,9.51631
XLOC_021515,NM_016612,chr8:23386362-23430063,Media_Only,Chemical_B,OK,5.84386,5.16313
XLOC_017780,NR_051996,chr5:121647819-121814782,Media_Only,Chemical_B,OK,1.88406,1.51072
XLOC_006931,NM_001080414,chr14:91737666-91884188,Media_Only,Chemical_B,OK,0.571848,0.480594
XLOC_015536,NM_152699,chr3:196594726-196661584,Media_Only,Chemical_B,OK,5.1079,4.53998
XLOC_006460,NM_014909,chr14:77228234-77249363,Media_Only,Chemical_B,OK,1.32528,1.14652
XLOC_017613,NR_046262,chr5:36871462-36876796,Media_Only,Chemical_B,OK,1.2543,1.10132
XLOC_011622,"NM_001145343,NM_001145344,NM_001145345,NM_032838",chr19:36936020-36980463,Media_Only,Chemical_B,OK,1.35163,1.17117
XLOC_018143,"NM_001242894,NM_001242895,NM_024493",chr6:28317690-28336954,Media_Only,Chemical_B,OK,1.60406,1.38545
XLOC_002286,"NM_001142572,NM_024804",chr1:247263263-247267674,Media_Only,Chemical_B,OK,2.35493,1.97915
XLOC_020871,NR_027387,chr7:152161208-152162630,Media_Only,Chemical_B,OK,2.12164,1.83322
XLOC_016140,NM_005017,chr3:195965252-196014584,Media_Only,Chemical_B,OK,22.5932,20.233
XLOC_010400,NM_019022,chr18:66340924-66382353,Media_Only,Chemical_B,OK,7.33779,6.59603
XLOC_015940,NM_006026,chr3:129033613-129043412,Media_Only,Chemical_B,OK,43.8058,39.9587
XLOC_010129,NM_032142,chr18:12991360-13125051,Media_Only,Chemical_B,OK,5.10855,4.53588
XLOC_020717,"NM_001105533,NM_024913",chr7:120628750-120937498,Media_Only,Chemical_B,OK,28.5414,25.1521
XLOC_005650,"NM_001177948,NM_001177949,NM_153694",chr12:102091416-102133250,Media_Only,Chemical_B,OK,1.76811,0.40385
XLOC_014725,"NM_001099781,NM_001099782,NM_004121",chr22:24615621-24641110,Media_Only,Chemical_B,OK,0.358291,0.262321
XLOC_010035,NM_017921,chr17:79523912-79604138,Media_Only,Chemical_B,OK,32.9793,29.4488
XLOC_022962,NM_001001662,chr9:99579272-99616389,Media_Only,Chemical_B,OK,0.761567,0.632856
XLOC_014218,"NM_001112,NM_001160230,NM_015833,NM_015834",chr21:46494492-46646478,Media_Only,Chemical_B,OK,2.25899,1.89583
XLOC_008144,NM_170776,chr16:57702156-57723290,Media_Only,Chemical_B,OK,1.05265,0.882267
XLOC_008913,"NM_001033553,NM_001033554,NM_001033555,NM_001243438,NM_001243439,NM_152904",chr17:19912648-20218072,Media_Only,Chemical_B,OK,4.41466,3.83097
XLOC_013810,NM_018354,chr20:1161214-1165117,Media_Only,Chemical_B,OK,4.74374,4.15248
XLOC_015783,"NM_001142733,NM_130387",chr3:57261764-57326710,Media_Only,Chemical_B,OK,0.814336,0.358382
XLOC_001740,"NM_001145635,NM_025188",chr1:117653676-117664411,Media_Only,Chemical_B,OK,0.824607,0.684195
XLOC_018025,"NR_026855,NR_026856",chr6:2988200-2991405,Media_Only,Chemical_B,OK,0.729555,0.557183
XLOC_018654,NM_005124,chr6:17615268-17706818,Media_Only,Chemical_B,OK,11.7343,10.4984
XLOC_022048,NM_020647,chr8:75146938-75233562,Media_Only,Chemical_B,OK,0.539185,0.451015
XLOC_010630,NM_017721,chr19:14016955-14041693,Media_Only,Chemical_B,OK,14.1435,12.5565
XLOC_010606,NM_001136501,chr19:12175545-12188626,Media_Only,Chemical_B,OK,1.10192,0.927206
