test_id,gene,locus,sample_1,sample_2,status,value_1,value_2,p_value,q_value,significant
XLOC_018193,"NM_001144961,NM_001144962,NM_001144963,NM_005007",chr6:31514627-31526606,Media_Only,Chemical_A+B,OK,8.66235,12.5279,5.00E-05,0.000317685,yes
XLOC_001118,"NM_001079515,NM_003193",chr1:235530727-235667781,Media_Only,Chemical_A+B,OK,10.7489,15.5455,0.00805,0.0253483,yes
XLOC_015000,"NM_138410,NM_181472",chr3:32433162-32496333,Media_Only,Chemical_A+B,OK,2.55841,3.69985,0.0033,0.0120614,yes
XLOC_007932,NM_014117,chr16:9185536-9213555,Media_Only,Chemical_A+B,OK,11.5684,16.7215,5.00E-05,0.000317685,yes
XLOC_007320,"NM_001271837,NM_002902",chr15:77223961-77242601,Media_Only,Chemical_A+B,OK,16.8129,24.2956,5.00E-05,0.000317685,yes
XLOC_013277,NM_014585,chr2:190425315-190445537,Media_Only,Chemical_A+B,OK,172.807,249.677,0.0003,0.0015622,yes
XLOC_006449,NM_014239,chr14:75469611-75476294,Media_Only,Chemical_A+B,OK,17.2107,24.865,5.00E-05,0.000317685,yes
XLOC_015618,"NM_001134432,NM_001134433,NM_001271650,NM_022461",chr3:28363843-28390618,Media_Only,Chemical_A+B,OK,15.8984,22.963,0.00015,0.000851731,yes
XLOC_002562,NM_019054,chr10:88854952-88951222,Media_Only,Chemical_A+B,OK,10.4872,15.141,5.00E-05,0.000317685,yes
XLOC_008269,NM_002163,chr16:85932773-85956211,Media_Only,Chemical_A+B,OK,2.39922,3.46369,0.00125,0.00536484,yes
XLOC_009910,"NM_000873,NM_001099786,NM_001099787,NM_001099788,NM_001099789",chr17:62075710-62097994,Media_Only,Chemical_A+B,OK,2.77556,4.00643,0.0043,0.0151369,yes
XLOC_001296,NM_004431,chr1:16450831-16482582,Media_Only,Chemical_A+B,OK,19.6092,28.3042,5.00E-05,0.000317685,yes
XLOC_003875,NM_032873,chr11:122526397-122685187,Media_Only,Chemical_A+B,OK,1.90157,2.74422,0.00035,0.00179243,yes
XLOC_013976,NM_016470,chr20:42824580-42839546,Media_Only,Chemical_A+B,OK,19.3636,27.9363,0.0001,0.000594964,yes
XLOC_008404,NM_016256,chr16:5074844-5092972,Media_Only,Chemical_A+B,OK,7.77709,11.2198,0.0002,0.00109807,yes
XLOC_003855,NM_016146,chr11:118889240-118894385,Media_Only,Chemical_A+B,OK,32.3276,46.6366,5.00E-05,0.000317685,yes
XLOC_021427,"NM_012173,NM_183420,NM_183421",chr8:356807-419875,Media_Only,Chemical_A+B,OK,25.2892,36.4741,5.00E-05,0.000317685,yes
XLOC_016619,NM_007100,chr4:666224-668127,Media_Only,Chemical_A+B,OK,296.755,427.943,5.00E-05,0.000317685,yes
XLOC_005009,NM_152588,chr12:83080933-83528067,Media_Only,Chemical_A+B,OK,0.666726,0.960994,0.0034,0.0123685,yes
XLOC_004557,"NM_005797,NM_144765",chr11:118124130-118135251,Media_Only,Chemical_A+B,OK,27.6451,39.8444,5.00E-05,0.000317685,yes
XLOC_008926,"NM_002308,NM_009587",chr17:25958173-25976586,Media_Only,Chemical_A+B,OK,3.53323,5.09186,0.0009,0.00406809,yes
XLOC_010928,"NM_001128916,NM_001128917,NM_006114",chr19:45394476-45406946,Media_Only,Chemical_A+B,OK,17.8906,25.7788,5.00E-05,0.000317685,yes
XLOC_014551,"NM_001242923,NM_016091",chr22:38245378-38284789,Media_Only,Chemical_A+B,OK,72.1735,103.99,5.00E-05,0.000317685,yes
XLOC_007615,NM_015920,chr15:63445538-63449741,Media_Only,Chemical_A+B,OK,281.791,405.889,5.00E-05,0.000317685,yes
XLOC_017438,NM_004779,chr5:154238197-154256352,Media_Only,Chemical_A+B,OK,15.239,21.9495,5.00E-05,0.000317685,yes
XLOC_008353,NM_002528,chr16:2089815-2097867,Media_Only,Chemical_A+B,OK,6.90125,9.93924,0.0005,0.00244048,yes
XLOC_013540,"NM_001164811,NM_020536",chr20:18118498-18169031,Media_Only,Chemical_A+B,OK,26.908,38.7513,0.0003,0.0015622,yes
XLOC_004139,NM_015957,chr11:34903842-35017675,Media_Only,Chemical_A+B,OK,13.2501,19.0813,0.01795,0.0488431,yes
XLOC_014123,"NM_001186,NM_206866",chr21:30671219-30734217,Media_Only,Chemical_A+B,OK,11.2284,16.1646,5.00E-05,0.000317685,yes
XLOC_020421,"NM_001197026,NM_001197027,NM_032639",chr7:30067976-30157961,Media_Only,Chemical_A+B,OK,4.1807,6.01753,0.0007,0.0032778,yes
XLOC_003949,"NM_001191060,NM_001191061,NM_024698",chr11:790474-798269,Media_Only,Chemical_A+B,OK,8.4036,12.094,0.0002,0.00109807,yes
XLOC_017688,NM_001515,chr5:70330950-70363497,Media_Only,Chemical_A+B,OK,0.812995,1.16998,0.0146,0.0413247,yes
XLOC_004241,NM_014502,chr11:60658019-60674061,Media_Only,Chemical_A+B,OK,41.5176,59.742,5.00E-05,0.000317685,yes
XLOC_012277,NM_016494,chr2:85822836-85824831,Media_Only,Chemical_A+B,OK,87.2114,125.487,5.00E-05,0.000317685,yes
XLOC_001422,NM_023009,chr1:32799429-32801840,Media_Only,Chemical_A+B,OK,32.1396,46.2451,5.00E-05,0.000317685,yes
XLOC_001067,NM_032890,chr1:222988430-223179337,Media_Only,Chemical_A+B,OK,1.33189,1.91614,0.00055,0.00265202,yes
XLOC_022126,"NM_001172477,NM_001172478,NM_015713",chr8:103216728-103251346,Media_Only,Chemical_A+B,OK,24.8629,35.7686,5.00E-05,0.000317685,yes
XLOC_013930,NM_003908,chr20:32676114-32700085,Media_Only,Chemical_A+B,OK,46.5506,66.9656,5.00E-05,0.000317685,yes
XLOC_008528,NM_004765,chr16:30899115-30905399,Media_Only,Chemical_A+B,OK,11.3428,16.3163,0.0003,0.0015622,yes
XLOC_013979,NM_000022,chr20:43248162-43280376,Media_Only,Chemical_A+B,OK,2.85563,4.10768,0.00245,0.00945281,yes
XLOC_015638,NM_033027,chr3:39183341-39195102,Media_Only,Chemical_A+B,OK,9.11552,13.1114,5.00E-05,0.000317685,yes
XLOC_000462,NM_004582,chr1:76251878-76260775,Media_Only,Chemical_A+B,OK,37.1593,53.4421,5.00E-05,0.000317685,yes
XLOC_000009,NM_005101,chr1:948846-949919,Media_Only,Chemical_A+B,OK,43.5369,62.6065,5.00E-05,0.000317685,yes
XLOC_008826,NM_004870,chr17:7486964-7493488,Media_Only,Chemical_A+B,OK,55.4525,79.7234,5.00E-05,0.000317685,yes
XLOC_021744,NM_173685,chr8:126104082-126379367,Media_Only,Chemical_A+B,OK,15.2557,21.9262,0.00025,0.00133627,yes
XLOC_004473,NM_016403,chr11:94695786-94706776,Media_Only,Chemical_A+B,OK,23.371,33.5897,5.00E-05,0.000317685,yes
XLOC_000392,"NM_001136497,NM_001243767,NM_152265",chr1:52521856-52556388,Media_Only,Chemical_A+B,OK,7.46819,10.7306,5.00E-05,0.000317685,yes
XLOC_015691,NM_003365,chr3:48636431-48647098,Media_Only,Chemical_A+B,OK,97.0886,139.492,5.00E-05,0.000317685,yes
XLOC_001693,"NM_001199772,NM_001199773,NM_001199774,NM_002790",chr1:109941652-109969108,Media_Only,Chemical_A+B,OK,25.6004,36.7751,5.00E-05,0.000317685,yes
XLOC_012396,NM_005721,chr2:114647536-114716167,Media_Only,Chemical_A+B,OK,57.3155,82.2976,5.00E-05,0.000317685,yes
XLOC_000754,"NM_001122837,NM_001122839,NM_018845",chr1:155108287-155111334,Media_Only,Chemical_A+B,OK,20.733,29.7655,0.0001,0.000594964,yes
XLOC_012291,NM_002665,chr2:88047605-88285309,Media_Only,Chemical_A+B,OK,4.66712,6.7003,0.00015,0.000851731,yes
XLOC_014768,"NM_001243225,NM_014303",chr22:30972611-31003000,Media_Only,Chemical_A+B,OK,24.1707,34.6985,5.00E-05,0.000317685,yes
XLOC_012581,"NM_001207067,NM_001207068,NM_001207069,NM_014670",chr2:201676268-201688569,Media_Only,Chemical_A+B,OK,104.291,149.649,0.0005,0.00244048,yes
XLOC_006858,NM_015994,chr14:67804580-67826720,Media_Only,Chemical_A+B,OK,29.335,42.0812,0.0001,0.000594964,yes
XLOC_021976,"NM_000930,NM_033011",chr8:42032235-42065194,Media_Only,Chemical_A+B,OK,0.56574,0.811354,0.01265,0.0367837,yes
XLOC_008875,NM_018955,chr17:16284366-16286054,Media_Only,Chemical_A+B,OK,608.578,872.764,0.0004,0.00201372,yes
XLOC_018107,"NM_001197246,NM_001197247,NM_001197248,NM_001197249,NM_007047",chr6:26365397-26378548,Media_Only,Chemical_A+B,OK,8.07397,11.5778,5.00E-05,0.000317685,yes
XLOC_018395,NM_016230,chr6:84569369-84670146,Media_Only,Chemical_A+B,OK,7.53496,10.8048,0.0001,0.000594964,yes
XLOC_010117,"NM_003574,NM_194434",chr18:9913954-9960018,Media_Only,Chemical_A+B,OK,17.17,24.6178,5.00E-05,0.000317685,yes
XLOC_024115,"NM_001139498,NM_001139500,NM_001139501,NM_001139502,NM_004114,NM_033642",chrX:137713733-138287185,Media_Only,Chemical_A+B,OK,2.67659,3.83733,0.00115,0.00499564,yes
XLOC_004952,"NM_015433,NM_206914",chr12:58166382-58176324,Media_Only,Chemical_A+B,OK,2.44396,3.50366,0.0008,0.00367204,yes
XLOC_011486,NM_004146,chr19:14676889-14682889,Media_Only,Chemical_A+B,OK,103.955,149.017,5.00E-05,0.000317685,yes
XLOC_011151,"NM_001020818,NM_001020819,NM_001020820,NM_001020821,NM_138373",chr19:54369610-54379689,Media_Only,Chemical_A+B,OK,10.9731,15.7279,5.00E-05,0.000317685,yes
XLOC_022084,"NM_001008495,NM_001146273",chr8:91634222-91658133,Media_Only,Chemical_A+B,OK,7.46496,10.6971,5.00E-05,0.000317685,yes
XLOC_020708,"NM_000245,NM_001127500",chr7:116312458-116438440,Media_Only,Chemical_A+B,OK,24.7531,35.4696,5.00E-05,0.000317685,yes
XLOC_001108,NM_032324,chr1:233086369-233114219,Media_Only,Chemical_A+B,OK,28.2791,40.5185,5.00E-05,0.000317685,yes
XLOC_013039,NM_031902,chr2:95752951-95787754,Media_Only,Chemical_A+B,OK,26.7106,38.2648,5.00E-05,0.000317685,yes
XLOC_000125,"NM_001024215,NM_001024216,NM_017556",chr1:16085254-16113084,Media_Only,Chemical_A+B,OK,12.5108,17.9217,5.00E-05,0.000317685,yes
XLOC_010573,NM_000201,chr19:10381516-10397291,Media_Only,Chemical_A+B,OK,48.9883,70.1756,5.00E-05,0.000317685,yes
XLOC_016058,NM_001099645,chr3:170582664-170588045,Media_Only,Chemical_A+B,OK,5.44334,7.79701,0.00035,0.00179243,yes
XLOC_004820,"NM_000725,NM_001206915,NM_001206916,NM_001206917",chr12:49208214-49222726,Media_Only,Chemical_A+B,OK,1.22015,1.74756,0.00375,0.0134418,yes
XLOC_018516,NM_000288,chr6:137143701-137235072,Media_Only,Chemical_A+B,OK,4.70918,6.74384,0.00065,0.00307465,yes
XLOC_001462,NM_024640,chr1:38268613-38275126,Media_Only,Chemical_A+B,OK,8.67235,12.4179,0.0171,0.0468963,yes
XLOC_000821,NM_016406,chr1:161123533-161128646,Media_Only,Chemical_A+B,OK,57.5145,82.3506,5.00E-05,0.000317685,yes
XLOC_022981,NM_019051,chr9:104152248-104160919,Media_Only,Chemical_A+B,OK,22.2135,31.8019,0.00015,0.000851731,yes
XLOC_018240,"NM_001185181,NM_001265595,NM_001265596,NM_014260",chr6:33257373-33258711,Media_Only,Chemical_A+B,OK,49.2071,70.4411,0.0002,0.00109807,yes
XLOC_011204,"NM_001159860,NM_001159861,NM_152478",chr19:56915382-56936400,Media_Only,Chemical_A+B,OK,1.53542,2.19765,0.0019,0.00761311,yes
XLOC_002230,NM_145257,chr1:229456751-229478688,Media_Only,Chemical_A+B,OK,1.32393,1.89459,0.00095,0.00425136,yes
XLOC_005634,NM_021229,chr12:96043030-96184536,Media_Only,Chemical_A+B,OK,19.1057,27.3358,5.00E-05,0.000317685,yes
XLOC_013682,"NM_001048221,NM_001048222,NM_001048223,NM_001048224,NM_001048225,NM_001048226,NM_001099791,NM_001197129,NM_001197139,NM_001197140,NM_018478,NM_033542",chr20:43990576-44039250,Media_Only,Chemical_A+B,OK,17.2927,24.741,0.00025,0.00133627,yes
XLOC_002057,NM_032360,chr1:180257351-180472022,Media_Only,Chemical_A+B,OK,7.53991,10.7874,0.00025,0.00133627,yes
XLOC_022983,NM_032342,chr9:104237607-104249475,Media_Only,Chemical_A+B,OK,3.1692,4.53409,0.00095,0.00425136,yes
XLOC_001399,"NM_001135218,NM_005644",chr1:28929608-28969604,Media_Only,Chemical_A+B,OK,12.9599,18.5315,0.0001,0.000594964,yes
XLOC_012483,NM_005805,chr2:162164785-162268228,Media_Only,Chemical_A+B,OK,35.9555,51.3889,5.00E-05,0.000317685,yes
XLOC_017249,"NM_000919,NM_001177306,NM_138766,NM_138821,NM_138822",chr5:102201526-102366808,Media_Only,Chemical_A+B,OK,39.4271,56.3381,5.00E-05,0.000317685,yes
XLOC_024100,"NM_001078172,NM_001134321",chrX:134184962-134186221,Media_Only,Chemical_A+B,OK,16.5452,23.6411,0.0002,0.00109807,yes
XLOC_008209,"NM_001014449,NM_001014451,NM_001257172,NM_001257173,NM_001257174,NM_001257175,NM_007242",chr16:70323669-70380650,Media_Only,Chemical_A+B,OK,8.42527,12.0351,0.0002,0.00109807,yes
XLOC_021324,NM_017812,chr7:132469622-132766828,Media_Only,Chemical_A+B,OK,26.3551,37.6456,5.00E-05,0.000317685,yes
XLOC_016963,NM_152680,chr4:153547265-153601317,Media_Only,Chemical_A+B,OK,3.51498,5.01989,0.00075,0.003485,yes
XLOC_007643,NM_017858,chr15:66629007-66649054,Media_Only,Chemical_A+B,OK,2.01161,2.87284,0.00715,0.02304,yes
XLOC_007361,NM_031452,chr15:83654954-83680393,Media_Only,Chemical_A+B,OK,17.3066,24.7144,0.0006,0.00286536,yes
XLOC_001449,NM_032881,chr1:36859030-36863493,Media_Only,Chemical_A+B,OK,18.7782,26.8144,0.00015,0.000851731,yes
XLOC_017927,"NM_001199380,NM_001199381,NM_001199382,NM_001199383,NM_144726",chr5:158584416-158637061,Media_Only,Chemical_A+B,OK,6.35469,9.07344,0.0002,0.00109807,yes
XLOC_021104,NM_012453,chr7:72983276-72993013,Media_Only,Chemical_A+B,OK,9.06094,12.9345,5.00E-05,0.000317685,yes
XLOC_018543,NM_001030060,chr6:147829827-147891157,Media_Only,Chemical_A+B,OK,6.32277,9.02507,5.00E-05,0.000317685,yes
XLOC_000301,"NM_001195007,NM_006112,NM_203456",chr1:40204516-40254533,Media_Only,Chemical_A+B,OK,22.6554,32.3346,0.0037,0.0132728,yes
XLOC_002592,NM_017824,chr10:94050919-94113721,Media_Only,Chemical_A+B,OK,21.5915,30.8157,5.00E-05,0.000317685,yes
XLOC_001144,NM_016002,chr1:246887377-246931440,Media_Only,Chemical_A+B,OK,88.0302,125.626,0.0001,0.000594964,yes
XLOC_003688,"NM_001099653,NM_018172,NM_152563",chr11:71498556-71524905,Media_Only,Chemical_A+B,OK,1.62013,2.31158,0.0126,0.0366612,yes
XLOC_013834,"NM_001039140,NM_001258429,NM_001258430",chr20:3734145-3749035,Media_Only,Chemical_A+B,OK,7.33459,10.4629,0.0006,0.00286536,yes
XLOC_012996,NM_181575,chr2:74753774-74784678,Media_Only,Chemical_A+B,OK,87.5001,124.791,0.0001,0.000594964,yes
XLOC_015951,NM_007208,chr3:131181044-131221860,Media_Only,Chemical_A+B,OK,31.6737,45.1672,5.00E-05,0.000317685,yes
XLOC_003111,NM_024040,chr10:104183001-104192423,Media_Only,Chemical_A+B,OK,28.3479,40.4078,5.00E-05,0.000317685,yes
XLOC_023051,NM_014222,chr9:124906337-124922098,Media_Only,Chemical_A+B,OK,44.3105,63.1557,5.00E-05,0.000317685,yes
XLOC_020426,NM_002047,chr7:30634180-30673648,Media_Only,Chemical_A+B,OK,41.8136,59.5854,0.0001,0.000594964,yes
XLOC_002088,NM_001994,chr1:197008320-197036397,Media_Only,Chemical_A+B,OK,74.6009,106.305,0.0001,0.000594964,yes
XLOC_015104,"NM_001165928,NM_001177634,NM_001177635,NM_001177636,NM_001177637,NM_001177638,NM_001177639,NM_001177640,NM_001177641,NM_001177642,NM_001177643,NM_001177644,NM_004393",chr3:49506135-49573051,Media_Only,Chemical_A+B,OK,41.993,59.8384,0.00015,0.000851731,yes
XLOC_007307,"NM_001178111,NM_001178112,NM_138967",chr15:75287875-75313836,Media_Only,Chemical_A+B,OK,0.564947,0.804972,0.0121,0.0354954,yes
XLOC_001882,NM_173852,chr1:155141883-155145804,Media_Only,Chemical_A+B,OK,93.1754,132.731,5.00E-05,0.000317685,yes
XLOC_004456,"NM_001144073,NM_012124",chr11:89933596-89956532,Media_Only,Chemical_A+B,OK,7.67518,10.9323,5.00E-05,0.000317685,yes
XLOC_017190,NM_000521,chr5:73980968-74072737,Media_Only,Chemical_A+B,OK,151.354,215.559,0.00155,0.00640777,yes
XLOC_006897,"NM_001107,NM_203488",chr14:75519927-75530736,Media_Only,Chemical_A+B,OK,3.95598,5.63408,0.01215,0.0356046,yes
XLOC_010851,NM_001001563,chr19:39971051-39981528,Media_Only,Chemical_A+B,OK,11.9651,17.0341,5.00E-05,0.000317685,yes
XLOC_011209,NM_021216,chr19:57106663-57135544,Media_Only,Chemical_A+B,OK,0.993417,1.41427,0.0052,0.0177623,yes
XLOC_005446,NM_030809,chr12:51454987-51477454,Media_Only,Chemical_A+B,OK,4.03354,5.74216,5.00E-05,0.000317685,yes
XLOC_003372,NM_203371,chr11:27015627-27018632,Media_Only,Chemical_A+B,OK,0.493421,0.702394,0.01725,0.0472426,yes
XLOC_018536,NM_003764,chr6:144471653-144513076,Media_Only,Chemical_A+B,OK,0.7068,1.00612,0.003,0.0111878,yes
XLOC_017542,NM_138464,chr5:441642-443258,Media_Only,Chemical_A+B,OK,1.09294,1.55568,0.0152,0.0426163,yes
XLOC_015421,"NM_001167903,NM_022736",chr3:158519714-158547508,Media_Only,Chemical_A+B,OK,32.7799,46.6475,0.0001,0.000594964,yes
XLOC_010444,"NM_001039847,NM_001039848,NM_002085",chr19:1103935-1106787,Media_Only,Chemical_A+B,OK,327.093,465.403,5.00E-05,0.000317685,yes
XLOC_022314,"NM_001195536,NM_016410",chr9:33264876-33282067,Media_Only,Chemical_A+B,OK,36.2586,51.5799,5.00E-05,0.000317685,yes
XLOC_013940,"NM_001267810,NM_002212,NM_181466,NM_181468",chr20:33866708-33872619,Media_Only,Chemical_A+B,OK,120.315,171.119,5.00E-05,0.000317685,yes
XLOC_010533,NM_020533,chr19:7587495-7598895,Media_Only,Chemical_A+B,OK,11.8337,16.8285,0.0001,0.000594964,yes
XLOC_011485,NM_006145,chr19:14625581-14629201,Media_Only,Chemical_A+B,OK,43.3868,61.6984,5.00E-05,0.000317685,yes
XLOC_014862,NM_015703,chr22:42896584-42915829,Media_Only,Chemical_A+B,OK,4.74952,6.75318,5.00E-05,0.000317685,yes
XLOC_014553,NM_021974,chr22:38339056-38365319,Media_Only,Chemical_A+B,OK,22.2066,31.5744,0.00015,0.000851731,yes
XLOC_011692,"NM_001167867,NM_001167868,NM_001167869,NM_001167870,NM_001167871,NM_018035",chr19:41937222-41945843,Media_Only,Chemical_A+B,OK,22.4289,31.8852,5.00E-05,0.000317685,yes
XLOC_013841,"NM_014737,NM_170774",chr20:4760668-4804291,Media_Only,Chemical_A+B,OK,1.04513,1.48572,0.0013,0.00553682,yes
XLOC_010836,NM_013234,chr19:39109721-39127595,Media_Only,Chemical_A+B,OK,89.3262,126.962,0.00015,0.000851731,yes
XLOC_004036,NM_000391,chr11:6633996-6640692,Media_Only,Chemical_A+B,OK,88.1313,125.247,5.00E-05,0.000317685,yes
XLOC_000572,"NM_000561,NM_146421",chr1:110230417-110236367,Media_Only,Chemical_A+B,OK,25.5569,36.3096,5.00E-05,0.000317685,yes
XLOC_013844,"NM_002592,NM_182649",chr20:5095598-5107268,Media_Only,Chemical_A+B,OK,20.1459,28.6197,0.0001,0.000594964,yes
XLOC_010377,NM_004786,chr18:54270052-54305920,Media_Only,Chemical_A+B,OK,45.6676,64.8759,5.00E-05,0.000317685,yes
XLOC_013616,NM_014183,chr20:33104203-33128762,Media_Only,Chemical_A+B,OK,89.8038,127.573,5.00E-05,0.000317685,yes
XLOC_006329,"NM_001009182,NM_001009183,NM_003616",chr14:39583487-39606177,Media_Only,Chemical_A+B,OK,3.50248,4.97413,0.00245,0.00945281,yes
XLOC_014217,NM_058190,chr21:46359954-46396888,Media_Only,Chemical_A+B,OK,15.1184,21.4691,0.0002,0.00109807,yes
XLOC_022295,NM_001010887,chr9:19408924-19452500,Media_Only,Chemical_A+B,OK,1.30636,1.85502,0.00455,0.0158607,yes
XLOC_011437,"NM_001142464,NM_001142465,NM_001243204,NM_016581,NM_138783",chr19:11594241-11639987,Media_Only,Chemical_A+B,OK,18.1339,25.7451,5.00E-05,0.000317685,yes
XLOC_010479,NM_020170,chr19:3185874-3209573,Media_Only,Chemical_A+B,OK,24.8547,35.278,5.00E-05,0.000317685,yes
XLOC_011002,NM_014330,chr19:49375648-49379319,Media_Only,Chemical_A+B,OK,22.569,32.0259,0.0001,0.000594964,yes
XLOC_021934,NM_018660,chr8:28203101-28243977,Media_Only,Chemical_A+B,OK,35.15,49.8777,0.0002,0.00109807,yes
XLOC_008425,NM_015659,chr16:11928054-11945442,Media_Only,Chemical_A+B,OK,18.2511,25.8962,5.00E-05,0.000317685,yes
XLOC_000773,"NM_001199653,NM_001199654,NM_001199661,NM_001199662,NM_001199663,NM_001199664,NM_007221,NM_199173",chr1:156182778-156217908,Media_Only,Chemical_A+B,OK,29.4989,41.8506,5.00E-05,0.000317685,yes
XLOC_004959,NM_014254,chr12:64173636-64202887,Media_Only,Chemical_A+B,OK,8.37838,11.8862,0.0005,0.00244048,yes
XLOC_005939,NM_006493,chr13:77566058-77576652,Media_Only,Chemical_A+B,OK,23.9927,34.0363,5.00E-05,0.000317685,yes
XLOC_011220,NM_173631,chr19:57874878-57890925,Media_Only,Chemical_A+B,OK,4.01593,5.69509,0.0133,0.0382983,yes
XLOC_004082,"NM_001102669,NM_001177314,NM_001177315,NM_012250",chr11:14299465-14386052,Media_Only,Chemical_A+B,OK,59.452,84.3083,5.00E-05,0.000317685,yes
XLOC_010162,NM_001943,chr18:29078026-29136874,Media_Only,Chemical_A+B,OK,32.4773,46.0435,5.00E-05,0.000317685,yes
XLOC_013931,"NM_000687,NM_001161766",chr20:32868070-32899608,Media_Only,Chemical_A+B,OK,46.7627,66.2945,0.0001,0.000594964,yes
XLOC_022397,"NM_001190482,NM_006200",chr9:78505559-78977255,Media_Only,Chemical_A+B,OK,0.654254,0.927281,0.0145,0.0410917,yes
XLOC_017430,"NM_000405,NM_001167607",chr5:150632612-150649953,Media_Only,Chemical_A+B,OK,12.009,17.0176,5.00E-05,0.000317685,yes
XLOC_018208,NM_005346,chr6:31795511-31798031,Media_Only,Chemical_A+B,OK,4.43425,6.28358,0.00015,0.000851731,yes
XLOC_014848,NM_032758,chr22:41855720-41864708,Media_Only,Chemical_A+B,OK,14.9858,21.2344,0.00015,0.000851731,yes
XLOC_007575,NM_032802,chr15:50999736-51057910,Media_Only,Chemical_A+B,OK,81.731,115.802,0.00015,0.000851731,yes
XLOC_006834,NM_144581,chr14:59939405-59951073,Media_Only,Chemical_A+B,OK,10.4472,14.8017,0.0002,0.00109807,yes
XLOC_003313,NM_003754,chr11:8008866-8017719,Media_Only,Chemical_A+B,OK,86.2347,122.176,5.00E-05,0.000317685,yes
XLOC_006378,"NM_001098625,NM_016475",chr14:59951160-60043549,Media_Only,Chemical_A+B,OK,17.3392,24.5626,0.0001,0.000594964,yes
XLOC_020780,"NM_001144920,NM_001144923,NM_024926",chr7:138818489-138874550,Media_Only,Chemical_A+B,OK,1.00134,1.41839,0.01095,0.032742,yes
XLOC_009020,NM_002795,chr17:36909001-36920478,Media_Only,Chemical_A+B,OK,97.2295,137.722,5.00E-05,0.000317685,yes
XLOC_002131,NM_198447,chr1:204167287-204183220,Media_Only,Chemical_A+B,OK,76.8503,108.85,0.0001,0.000594964,yes
XLOC_017701,"NM_001099271,NM_152408",chr5:74970023-75013313,Media_Only,Chemical_A+B,OK,2.70388,3.82933,0.0013,0.00553682,yes
XLOC_011466,NM_052850,chr19:13064969-13068068,Media_Only,Chemical_A+B,OK,45.3217,64.1776,0.0001,0.000594964,yes
XLOC_022154,NM_014078,chr8:121408082-121535875,Media_Only,Chemical_A+B,OK,42.8252,60.6423,0.0001,0.000594964,yes
XLOC_008218,"NM_001166395,NM_005769",chr16:71560022-71572493,Media_Only,Chemical_A+B,OK,1.45205,2.05572,0.00615,0.020383,yes
XLOC_004140,"NM_001195728,NM_001252652,NM_004171",chr11:35272751-35441610,Media_Only,Chemical_A+B,OK,0.55721,0.788801,0.00195,0.00778214,yes
XLOC_010636,"NM_001025160,NM_001784,NM_078481",chr19:14491955-14519537,Media_Only,Chemical_A+B,OK,1.09409,1.54858,0.00345,0.012521,yes
XLOC_004262,NM_012200,chr11:62382767-62389647,Media_Only,Chemical_A+B,OK,22.8103,32.285,5.00E-05,0.000317685,yes
XLOC_020612,"NM_001040152,NM_001172438",chr7:94285636-94299006,Media_Only,Chemical_A+B,OK,9.33465,13.2109,0.00015,0.000851731,yes
XLOC_015651,NM_032806,chr3:43120720-43147575,Media_Only,Chemical_A+B,OK,4.53131,6.41238,0.00045,0.00223557,yes
XLOC_019105,NM_000416,chr6:137518620-137540567,Media_Only,Chemical_A+B,OK,74.0846,104.816,0.0001,0.000594964,yes
XLOC_010302,NM_138340,chr18:19230857-19284766,Media_Only,Chemical_A+B,OK,15.9062,22.5006,0.0001,0.000594964,yes
XLOC_011440,NM_001080493,chr19:11832079-11849760,Media_Only,Chemical_A+B,OK,3.56213,5.03773,0.0005,0.00244048,yes
XLOC_021177,NM_006304,chr7:96318078-96339203,Media_Only,Chemical_A+B,OK,188.565,266.659,5.00E-05,0.000317685,yes
XLOC_010765,NM_032346,chr19:34895302-34917072,Media_Only,Chemical_A+B,OK,3.35714,4.74655,0.0052,0.0177623,yes
XLOC_000993,NM_003094,chr1:203830739-203840280,Media_Only,Chemical_A+B,OK,25.8649,36.5689,0.00015,0.000851731,yes
XLOC_020788,NM_004546,chr7:140395135-140406446,Media_Only,Chemical_A+B,OK,144.245,203.924,0.00015,0.000851731,yes
XLOC_014548,NM_005318,chr22:38201113-38203443,Media_Only,Chemical_A+B,OK,142.814,201.888,0.0002,0.00109807,yes
XLOC_006802,NM_021818,chr14:51100297-51135071,Media_Only,Chemical_A+B,OK,6.51137,9.20407,5.00E-05,0.000317685,yes
XLOC_019183,"NM_001270879,NM_016098",chr6:166778407-166796501,Media_Only,Chemical_A+B,OK,75.7865,107.124,5.00E-05,0.000317685,yes
XLOC_013811,"NM_000801,NM_001199784,NM_001199786,NM_015685,NM_054014,NM_080489",chr20:1290554-1373816,Media_Only,Chemical_A+B,OK,126.839,179.258,5.00E-05,0.000317685,yes
XLOC_000984,NM_006763,chr1:203274663-203278729,Media_Only,Chemical_A+B,OK,6.37286,9.00539,0.0001,0.000594964,yes
XLOC_020535,NR_003580,chr7:72569011-72621336,Media_Only,Chemical_A+B,OK,0.502386,0.709666,0.01455,0.0412166,yes
XLOC_014565,NM_021822,chr22:39473009-39483748,Media_Only,Chemical_A+B,OK,1.01106,1.42818,0.0153,0.0428449,yes
XLOC_008695,NM_005792,chr16:82181766-82203829,Media_Only,Chemical_A+B,OK,12.3101,17.3848,0.0003,0.0015622,yes
XLOC_020643,NM_001008395,chr7:99746529-99751833,Media_Only,Chemical_A+B,OK,49.151,69.3926,0.00025,0.00133627,yes
